Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100292,Wrong Parking,3969,Karnataka,10/20/2023,4:55,Auto Rickshaw,Silver,1997,West Bengal,47,Other,Four-Wheeler,7,Foggy,Potholes,OFF5878,Local Police,Suspended,2,N/A,Yes,Green,40,80,0.21,Not Conducted,Yes,No,Online,No,0,
VLT100293,Signal Jumping,3165,Punjab,10/21/2023,13:55,Bus,Red,1999,Gujarat,21,Female,Heavy Vehicle,8,Dust Storm,Slippery,OFF4381,RTO,Suspended,4,No,N/A,Red,80,88,0.17,Not Conducted,No,No,Cash,No,3,Fine Paid On Spot
VLT100294,Wrong Parking,2389,West Bengal,10/22/2023,5:08,Bike,Black,2007,Uttar Pradesh,51,Female,Two-Wheeler,1,Rainy,Under Construction,OFF5048,RTO,Expired,1,N/A,Yes,Green,30,87,0.3,Negative,Yes,No,Not Paid,Yes,3,Fine Paid On Spot
VLT100295,No Seatbelt,1238,Maharashtra,10/23/2023,20:23,Truck,White,2009,Karnataka,24,Male,Four-Wheeler,4,Rainy,Potholes,OFF9549,Local Police,Suspended,3,Yes,No,Yellow,30,95,0.29,Not Conducted,No,No,Not Paid,No,2,
VLT100296,Driving Without License,2965,West Bengal,10/24/2023,13:52,Truck,Silver,2001,Uttar Pradesh,55,Male,Commercial,1,Cloudy,Slippery,OFF3913,Local Police,Suspended,2,Yes,N/A,Yellow,50,108,0.34,Positive,No,Yes,Cash,Yes,5,Fine Paid On Spot
VLT100297,Signal Jumping,643,Gujarat,10/25/2023,14:03,Scooter,Green,2002,Karnataka,33,Other,Commercial,1,Dust Storm,Dry,OFF5238,RTO,Expired,4,N/A,No,Yellow,100,89,0.39,Not Conducted,No,Yes,Not Paid,No,0,Repeat Offender
VLT100298,No Helmet,4746,West Bengal,10/26/2023,8:54,Bike,Silver,2001,West Bengal,65,Other,Learner,4,Foggy,Dry,OFF1989,Local Police,Expired,2,Yes,Yes,Green,40,54,0.15,Negative,Yes,No,Cash,No,4,Fine Paid On Spot
VLT100299,Signal Jumping,2942,Gujarat,10/27/2023,4:38,Bus,Yellow,2000,Punjab,34,Female,Learner,3,Foggy,Wet,OFF5801,Local Police,Expired,4,No,No,Green,80,29,0.4,Not Conducted,Yes,Yes,Online,No,4,First Violation
VLT100300,Overloading,3942,Karnataka,10/28/2023,2:18,Bike,Silver,2023,Punjab,53,Male,Commercial,9,Cloudy,Potholes,OFF5015,Highway Patrol,Expired,5,No,No,Red,30,55,0.32,Positive,No,No,Card,Yes,5,
VLT100301,Signal Jumping,1874,Maharashtra,10/29/2023,16:43,Bus,Black,2012,Delhi,24,Other,Heavy Vehicle,6,Dust Storm,Potholes,OFF8971,Traffic Police,Expired,1,Yes,Yes,Green,50,29,0.42,Positive,No,Yes,Cash,No,0,First Violation
VLT100302,Driving Without License,1563,Uttar Pradesh,10/30/2023,6:11,Scooter,Red,2022,Delhi,32,Male,Commercial,9,Clear,Slippery,OFF2419,Traffic Police,Expired,4,N/A,Yes,Green,30,42,0.18,Negative,No,Yes,Online,No,0,First Violation
VLT100303,Signal Jumping,1119,Gujarat,10/31/2023,9:37,Bus,White,2000,Maharashtra,47,Female,Two-Wheeler,0,Clear,Slippery,OFF9020,Traffic Police,Valid,4,No,N/A,Red,100,75,0.11,Positive,No,Yes,Not Paid,Yes,3,First Violation
VLT100304,No Helmet,1445,West Bengal,11/1/2023,10:37,Bike,Black,1996,Tamil Nadu,56,Other,Heavy Vehicle,10,Foggy,Potholes,OFF6753,Highway Patrol,Expired,4,N/A,N/A,Yellow,60,90,0.29,Not Conducted,Yes,Yes,Card,No,1,
VLT100305,Drunk Driving,4561,Delhi,11/2/2023,18:42,Bike,Yellow,2018,Uttar Pradesh,31,Female,Learner,1,Clear,Under Construction,OFF9290,Local Police,Suspended,2,No,N/A,Red,30,52,0.42,Positive,Yes,Yes,Cash,No,3,
VLT100306,Signal Jumping,4188,Tamil Nadu,11/3/2023,17:29,Scooter,Black,2019,Uttar Pradesh,32,Male,Four-Wheeler,2,Foggy,Potholes,OFF6789,RTO,Expired,1,No,N/A,Red,60,49,0.13,Negative,No,Yes,Card,Yes,3,
VLT100307,Signal Jumping,394,Tamil Nadu,11/4/2023,0:36,Auto Rickshaw,Green,2002,Maharashtra,24,Female,Two-Wheeler,3,Cloudy,Dry,OFF4812,RTO,Valid,1,Yes,Yes,Yellow,60,65,0.16,Negative,No,Yes,Cash,No,2,Repeat Offender
VLT100308,Drunk Driving,4171,West Bengal,11/5/2023,20:08,Car,Black,2014,Maharashtra,38,Female,Four-Wheeler,7,Clear,Dry,OFF6396,Local Police,Valid,2,No,Yes,Red,100,61,0.25,Not Conducted,No,No,Cash,No,5,Repeat Offender
VLT100309,Wrong Parking,4269,Punjab,11/6/2023,19:33,Auto Rickshaw,Red,2000,West Bengal,55,Female,Learner,8,Clear,Dry,OFF6495,RTO,Valid,3,No,Yes,Green,40,57,0.42,Not Conducted,Yes,No,Cash,Yes,3,
VLT100310,No Seatbelt,4575,Delhi,11/7/2023,11:40,Car,Silver,2015,Karnataka,53,Female,Learner,2,Dust Storm,Dry,OFF2053,RTO,Valid,5,N/A,N/A,Yellow,100,109,0.18,Not Conducted,No,Yes,Card,No,1,Repeat Offender
VLT100311,Signal Jumping,4410,Uttar Pradesh,11/8/2023,7:40,Car,Yellow,2020,West Bengal,27,Male,Two-Wheeler,4,Clear,Wet,OFF5782,RTO,Expired,1,No,No,Red,80,62,0.1,Not Conducted,No,Yes,Online,Yes,5,Fine Paid On Spot
VLT100312,Drunk Driving,3141,Gujarat,11/9/2023,10:40,Auto Rickshaw,Black,2001,West Bengal,52,Female,Heavy Vehicle,4,Clear,Potholes,OFF2766,Traffic Police,Expired,2,No,No,Red,50,29,0.45,Not Conducted,Yes,No,Online,No,5,Repeat Offender
VLT100313,Wrong Parking,1642,Tamil Nadu,11/10/2023,7:34,Truck,Black,2013,Delhi,20,Other,Learner,2,Dust Storm,Under Construction,OFF7296,Traffic Police,Suspended,1,No,Yes,Red,80,83,0.04,Not Conducted,No,No,Cash,Yes,5,Fine Paid On Spot
VLT100314,Overloading,1469,Tamil Nadu,11/11/2023,18:33,Car,White,1996,Uttar Pradesh,55,Other,Heavy Vehicle,0,Rainy,Potholes,OFF2392,RTO,Suspended,2,No,N/A,Green,60,53,0.05,Negative,No,Yes,Card,Yes,4,Repeat Offender
VLT100315,Drunk Driving,3941,Tamil Nadu,11/12/2023,6:02,Auto Rickshaw,White,2005,Maharashtra,41,Other,Learner,2,Foggy,Potholes,OFF9332,RTO,Expired,4,No,N/A,Red,40,44,0.39,Positive,Yes,No,Card,Yes,4,
VLT100316,Signal Jumping,3275,Maharashtra,11/13/2023,11:18,Truck,Grey,2009,West Bengal,72,Other,Four-Wheeler,2,Dust Storm,Slippery,OFF9724,Traffic Police,Valid,4,Yes,Yes,Green,80,24,0.39,Not Conducted,No,No,Cash,No,5,First Violation
VLT100317,Signal Jumping,3132,Gujarat,11/14/2023,8:12,Bus,Green,2020,West Bengal,72,Female,Learner,10,Clear,Slippery,OFF5975,Traffic Police,Suspended,1,No,No,Green,80,114,0.04,Positive,No,No,Online,No,2,
VLT100318,Using Mobile Phone,3648,West Bengal,11/15/2023,6:54,Car,Blue,2011,Gujarat,55,Male,Commercial,0,Foggy,Potholes,OFF5742,Highway Patrol,Valid,2,No,N/A,Yellow,50,21,0.44,Not Conducted,No,No,Cash,Yes,0,First Violation
VLT100319,No Helmet,2768,Maharashtra,11/16/2023,5:45,Car,Yellow,2023,Karnataka,52,Female,Learner,2,Foggy,Wet,OFF1747,Traffic Police,Suspended,3,N/A,N/A,Red,30,81,0.03,Negative,No,Yes,Not Paid,No,2,
VLT100320,Overloading,4319,Maharashtra,11/17/2023,14:20,Bus,Grey,1996,Uttar Pradesh,24,Female,Heavy Vehicle,2,Rainy,Dry,OFF7046,Traffic Police,Valid,3,N/A,Yes,Green,30,93,0.3,Negative,Yes,No,Online,No,2,
VLT100321,Wrong Parking,399,Maharashtra,11/18/2023,23:04,Truck,Grey,1998,West Bengal,37,Female,Heavy Vehicle,6,Rainy,Wet,OFF5391,Traffic Police,Suspended,4,N/A,N/A,Yellow,100,22,0.07,Negative,Yes,No,Card,No,2,Fine Paid On Spot
VLT100322,No Helmet,139,Delhi,11/19/2023,18:29,Auto Rickshaw,Silver,2007,Delhi,73,Female,Heavy Vehicle,10,Clear,Potholes,OFF3775,RTO,Suspended,5,No,Yes,Red,50,65,0.19,Negative,No,Yes,Online,No,0,Fine Paid On Spot
VLT100323,Using Mobile Phone,2159,Uttar Pradesh,11/20/2023,16:13,Truck,Silver,2000,West Bengal,18,Male,Heavy Vehicle,1,Rainy,Potholes,OFF7533,RTO,Expired,1,No,No,Red,60,26,0.07,Negative,Yes,Yes,Card,Yes,1,Repeat Offender
VLT100324,Driving Without License,2394,Uttar Pradesh,11/21/2023,13:46,Truck,Blue,2000,Uttar Pradesh,35,Male,Learner,6,Dust Storm,Slippery,OFF5868,Highway Patrol,Valid,4,N/A,Yes,Green,100,106,0.21,Not Conducted,No,Yes,Card,Yes,0,Fine Paid On Spot
VLT100325,No Seatbelt,1702,Maharashtra,11/22/2023,8:29,Car,Yellow,2003,Uttar Pradesh,34,Male,Two-Wheeler,5,Rainy,Slippery,OFF5818,Traffic Police,Valid,5,N/A,N/A,Yellow,50,114,0.02,Positive,No,Yes,Cash,Yes,1,Repeat Offender
VLT100326,Drunk Driving,2552,Maharashtra,11/23/2023,19:15,Bike,Grey,2016,Punjab,54,Other,Two-Wheeler,6,Cloudy,Potholes,OFF6061,Traffic Police,Suspended,4,N/A,N/A,Green,30,66,0.07,Positive,Yes,No,Card,Yes,1,Fine Paid On Spot
VLT100327,No Helmet,486,Punjab,11/24/2023,22:09,Bus,Yellow,2000,Uttar Pradesh,73,Male,Two-Wheeler,6,Foggy,Wet,OFF5953,Highway Patrol,Suspended,2,No,Yes,Green,30,74,0.2,Not Conducted,Yes,Yes,Card,Yes,4,Repeat Offender
VLT100328,Signal Jumping,164,Tamil Nadu,11/25/2023,8:22,Bus,Green,2008,Tamil Nadu,66,Other,Two-Wheeler,7,Dust Storm,Potholes,OFF7056,Highway Patrol,Suspended,2,Yes,No,Yellow,80,69,0.01,Positive,Yes,No,Not Paid,Yes,0,
VLT100329,Overloading,1388,Delhi,11/26/2023,17:01,Truck,Blue,2016,Delhi,63,Female,Heavy Vehicle,6,Cloudy,Slippery,OFF3604,Highway Patrol,Valid,1,Yes,No,Green,40,84,0.27,Positive,No,Yes,Cash,Yes,4,
VLT100330,Over-speeding,4866,Karnataka,11/27/2023,23:10,Scooter,Blue,2006,Karnataka,45,Male,Two-Wheeler,1,Cloudy,Potholes,OFF4721,Traffic Police,Valid,3,No,N/A,Green,80,95,0.21,Negative,Yes,No,Online,No,4,First Violation
VLT100331,Drunk Driving,1774,Tamil Nadu,11/28/2023,8:44,Scooter,Grey,2021,Delhi,44,Female,Four-Wheeler,6,Foggy,Under Construction,OFF2875,RTO,Valid,5,No,No,Red,30,45,0.02,Not Conducted,Yes,No,Online,Yes,2,Fine Paid On Spot
VLT100332,No Seatbelt,4374,Maharashtra,11/29/2023,15:00,Scooter,Blue,1999,Uttar Pradesh,68,Other,Heavy Vehicle,0,Rainy,Dry,OFF7699,Local Police,Suspended,5,Yes,N/A,Yellow,50,63,0.31,Positive,No,No,Card,No,2,First Violation
VLT100333,No Helmet,4106,Karnataka,11/30/2023,10:27,Scooter,Green,2022,Tamil Nadu,61,Female,Learner,2,Clear,Slippery,OFF9407,Traffic Police,Expired,5,Yes,Yes,Red,100,59,0.33,Not Conducted,No,Yes,Cash,Yes,0,Fine Paid On Spot
VLT100334,Signal Jumping,1614,West Bengal,12/1/2023,0:24,Auto Rickshaw,White,2018,Punjab,67,Other,Learner,5,Clear,Under Construction,OFF5050,Highway Patrol,Suspended,3,N/A,Yes,Yellow,40,101,0.06,Not Conducted,No,Yes,Online,No,0,First Violation
VLT100335,No Seatbelt,4870,Punjab,12/2/2023,6:46,Bus,Grey,1996,Maharashtra,42,Female,Heavy Vehicle,8,Rainy,Under Construction,OFF6883,Traffic Police,Suspended,2,No,No,Red,50,100,0.21,Positive,Yes,Yes,Cash,Yes,0,Repeat Offender
VLT100336,Wrong Parking,3334,Karnataka,12/3/2023,18:08,Bike,Yellow,2021,Tamil Nadu,62,Male,Commercial,0,Cloudy,Potholes,OFF8878,Highway Patrol,Valid,4,Yes,N/A,Yellow,60,43,0.43,Positive,Yes,Yes,Cash,Yes,5,
VLT100337,No Seatbelt,4578,Punjab,12/4/2023,23:05,Car,White,2001,Gujarat,52,Male,Heavy Vehicle,6,Rainy,Wet,OFF6843,Traffic Police,Expired,1,No,No,Red,80,66,0.27,Not Conducted,Yes,No,Not Paid,Yes,3,
VLT100338,No Helmet,2232,Gujarat,12/5/2023,8:57,Bike,White,2004,Maharashtra,73,Female,Two-Wheeler,4,Foggy,Potholes,OFF6272,Highway Patrol,Suspended,3,N/A,N/A,Yellow,40,63,0.04,Not Conducted,Yes,Yes,Online,Yes,2,Fine Paid On Spot
VLT100339,Wrong Parking,781,Delhi,12/6/2023,2:05,Car,White,2023,Punjab,25,Female,Commercial,2,Dust Storm,Slippery,OFF2345,Local Police,Valid,3,Yes,No,Yellow,40,91,0.31,Negative,Yes,No,Not Paid,Yes,0,Repeat Offender
VLT100340,No Helmet,872,Delhi,12/7/2023,10:44,Bike,Green,2017,West Bengal,42,Other,Two-Wheeler,4,Dust Storm,Slippery,OFF8498,Local Police,Suspended,3,N/A,N/A,Red,40,75,0.47,Negative,No,Yes,Cash,No,3,
VLT100341,Overloading,3354,Maharashtra,12/8/2023,4:23,Bike,Red,2021,Tamil Nadu,28,Female,Two-Wheeler,9,Clear,Under Construction,OFF4217,Highway Patrol,Valid,5,No,N/A,Red,40,52,0.43,Not Conducted,Yes,Yes,Card,No,5,
VLT100342,No Seatbelt,2427,West Bengal,12/9/2023,9:58,Truck,Silver,2002,Maharashtra,22,Female,Heavy Vehicle,5,Cloudy,Under Construction,OFF2394,Highway Patrol,Valid,2,Yes,N/A,Red,80,68,0.42,Not Conducted,No,No,Not Paid,No,3,Repeat Offender
VLT100343,Overloading,4996,Tamil Nadu,12/10/2023,13:03,Truck,Red,2002,Punjab,72,Other,Four-Wheeler,0,Rainy,Slippery,OFF4409,RTO,Suspended,3,No,N/A,Red,40,21,0.17,Negative,No,No,Online,Yes,4,Fine Paid On Spot
VLT100344,Drunk Driving,710,West Bengal,12/11/2023,14:51,Truck,Blue,2009,Uttar Pradesh,60,Female,Learner,10,Foggy,Dry,OFF4510,Traffic Police,Suspended,1,Yes,N/A,Red,100,46,0.13,Not Conducted,Yes,No,Not Paid,Yes,3,
VLT100345,Drunk Driving,2168,Karnataka,12/12/2023,13:28,Auto Rickshaw,White,2002,Tamil Nadu,35,Female,Learner,4,Dust Storm,Potholes,OFF6641,Traffic Police,Expired,5,Yes,N/A,Red,40,55,0.11,Negative,No,Yes,Card,No,4,Fine Paid On Spot
VLT100346,Wrong Parking,4815,Gujarat,12/13/2023,12:56,Truck,Grey,2016,West Bengal,72,Other,Learner,0,Cloudy,Under Construction,OFF4302,Traffic Police,Expired,2,No,No,Red,40,84,0.24,Not Conducted,Yes,No,Not Paid,Yes,0,First Violation
VLT100347,Signal Jumping,2636,Uttar Pradesh,12/14/2023,16:37,Car,Red,2005,Delhi,69,Female,Heavy Vehicle,1,Rainy,Under Construction,OFF3721,Traffic Police,Suspended,1,Yes,Yes,Green,80,46,0.41,Not Conducted,No,No,Not Paid,No,4,
VLT100348,No Seatbelt,4364,Uttar Pradesh,12/15/2023,8:52,Scooter,Silver,2014,Uttar Pradesh,28,Male,Four-Wheeler,5,Rainy,Under Construction,OFF9687,Traffic Police,Suspended,2,N/A,No,Green,80,42,0.03,Positive,Yes,Yes,Not Paid,No,5,First Violation
VLT100349,Using Mobile Phone,1193,Gujarat,12/16/2023,6:39,Auto Rickshaw,Red,2017,Tamil Nadu,24,Male,Heavy Vehicle,0,Rainy,Slippery,OFF8467,Traffic Police,Valid,2,Yes,No,Red,30,115,0.38,Negative,No,No,Cash,Yes,3,Repeat Offender
VLT100350,Drunk Driving,4230,Uttar Pradesh,12/17/2023,2:10,Bike,White,2021,West Bengal,30,Male,Four-Wheeler,8,Cloudy,Slippery,OFF9144,RTO,Suspended,1,Yes,N/A,Red,50,50,0.5,Negative,No,No,Cash,Yes,1,Fine Paid On Spot
VLT100351,Driving Without License,4781,Delhi,12/18/2023,1:57,Car,White,1997,Punjab,19,Male,Four-Wheeler,9,Foggy,Dry,OFF2968,Highway Patrol,Suspended,4,No,Yes,Green,100,92,0.45,Not Conducted,No,Yes,Not Paid,No,1,Fine Paid On Spot
VLT100352,Using Mobile Phone,3951,Karnataka,12/19/2023,4:24,Bike,White,2009,Delhi,46,Other,Two-Wheeler,2,Rainy,Slippery,OFF7620,RTO,Expired,3,Yes,Yes,Red,30,76,0.34,Not Conducted,Yes,No,Cash,Yes,5,First Violation
VLT100353,Drunk Driving,3074,West Bengal,12/20/2023,12:08,Scooter,Black,2005,Gujarat,54,Female,Two-Wheeler,1,Clear,Wet,OFF3113,Highway Patrol,Expired,3,N/A,No,Red,100,78,0.06,Not Conducted,No,No,Card,Yes,4,
VLT100354,Wrong Parking,2316,Tamil Nadu,12/21/2023,0:07,Bike,Green,2002,Uttar Pradesh,32,Female,Learner,10,Rainy,Under Construction,OFF5896,Highway Patrol,Valid,5,Yes,N/A,Green,30,66,0.34,Not Conducted,Yes,No,Not Paid,No,1,Repeat Offender
VLT100355,Using Mobile Phone,2184,Delhi,12/22/2023,4:12,Car,Red,2005,Maharashtra,57,Female,Two-Wheeler,6,Cloudy,Wet,OFF9509,Local Police,Suspended,1,Yes,Yes,Green,80,110,0.33,Positive,No,No,Cash,No,2,Fine Paid On Spot
VLT100356,Drunk Driving,4848,Delhi,12/23/2023,17:10,Car,Silver,1996,West Bengal,59,Other,Four-Wheeler,0,Cloudy,Potholes,OFF3130,Highway Patrol,Valid,2,Yes,No,Green,50,66,0.35,Negative,No,No,Not Paid,Yes,5,Fine Paid On Spot
VLT100357,No Helmet,2449,Delhi,12/24/2023,4:49,Truck,White,2007,Karnataka,26,Male,Heavy Vehicle,5,Cloudy,Wet,OFF2046,Traffic Police,Suspended,4,No,Yes,Red,80,119,0.14,Negative,Yes,Yes,Cash,No,3,
VLT100358,Over-speeding,4704,Tamil Nadu,12/25/2023,15:11,Truck,Red,2016,Tamil Nadu,21,Female,Learner,0,Foggy,Slippery,OFF1541,Highway Patrol,Expired,2,Yes,N/A,Yellow,30,84,0.16,Not Conducted,No,Yes,Cash,Yes,2,Repeat Offender
VLT100359,Using Mobile Phone,4202,Tamil Nadu,12/26/2023,22:07,Bus,Green,1999,Maharashtra,26,Male,Commercial,5,Cloudy,Slippery,OFF3355,RTO,Valid,2,No,N/A,Green,100,104,0.44,Not Conducted,No,Yes,Cash,No,4,Repeat Offender
VLT100360,Using Mobile Phone,1050,Uttar Pradesh,12/27/2023,17:22,Scooter,Yellow,2021,Punjab,44,Male,Learner,2,Foggy,Under Construction,OFF1121,Local Police,Suspended,4,No,Yes,Yellow,40,46,0.25,Positive,Yes,Yes,Online,Yes,4,First Violation
VLT100361,Signal Jumping,3778,Maharashtra,12/28/2023,13:03,Car,Grey,2015,Punjab,44,Other,Learner,3,Foggy,Dry,OFF1007,Traffic Police,Suspended,4,N/A,No,Yellow,40,79,0.31,Negative,Yes,No,Online,Yes,2,Fine Paid On Spot
VLT100362,Driving Without License,2716,Maharashtra,12/29/2023,1:02,Bus,Black,1998,West Bengal,39,Other,Two-Wheeler,3,Rainy,Wet,OFF7830,RTO,Valid,4,No,N/A,Red,60,70,0.27,Negative,No,Yes,Card,No,0,First Violation
VLT100363,Over-speeding,1273,Uttar Pradesh,12/30/2023,3:24,Car,Black,2000,Karnataka,62,Male,Learner,4,Clear,Slippery,OFF3594,Local Police,Suspended,4,No,No,Red,40,96,0.46,Positive,No,Yes,Card,No,2,Fine Paid On Spot
VLT100364,Drunk Driving,1330,West Bengal,12/31/2023,4:15,Auto Rickshaw,Red,2023,Karnataka,39,Other,Heavy Vehicle,9,Clear,Potholes,OFF3270,Traffic Police,Expired,4,N/A,N/A,Yellow,40,89,0.04,Positive,Yes,Yes,Not Paid,No,3,Repeat Offender
VLT100365,Driving Without License,2433,Delhi,1/1/2024,8:23,Scooter,Red,2000,Maharashtra,20,Other,Heavy Vehicle,8,Dust Storm,Slippery,OFF8174,RTO,Suspended,5,N/A,N/A,Yellow,40,101,0.07,Not Conducted,No,Yes,Online,No,3,Repeat Offender
VLT100366,Driving Without License,1555,Maharashtra,1/2/2024,4:00,Car,Blue,2009,Punjab,29,Female,Learner,3,Clear,Under Construction,OFF7486,RTO,Suspended,5,N/A,Yes,Yellow,100,71,0.48,Negative,Yes,Yes,Not Paid,No,5,
VLT100367,Signal Jumping,1359,West Bengal,1/3/2024,22:24,Car,Silver,1999,Tamil Nadu,38,Female,Commercial,0,Cloudy,Wet,OFF3391,RTO,Valid,2,N/A,Yes,Green,100,22,0.23,Negative,No,No,Cash,Yes,5,Repeat Offender
VLT100368,Signal Jumping,3445,Tamil Nadu,1/4/2024,14:06,Bus,White,2023,Maharashtra,21,Male,Four-Wheeler,3,Rainy,Wet,OFF5317,Local Police,Expired,2,No,Yes,Red,100,39,0.42,Negative,Yes,No,Not Paid,No,0,
VLT100369,Wrong Parking,577,Maharashtra,1/5/2024,5:42,Scooter,Yellow,2014,Uttar Pradesh,42,Male,Commercial,9,Cloudy,Wet,OFF8078,Traffic Police,Suspended,3,No,No,Yellow,60,61,0.09,Negative,No,Yes,Not Paid,Yes,2,First Violation
VLT100370,Overloading,3886,Uttar Pradesh,1/6/2024,1:30,Car,Grey,2010,Punjab,48,Other,Four-Wheeler,8,Rainy,Dry,OFF3841,Traffic Police,Valid,5,No,N/A,Red,100,40,0.14,Positive,No,Yes,Card,Yes,0,Fine Paid On Spot
VLT100371,Over-speeding,1025,Punjab,1/7/2024,23:30,Car,Green,2003,Delhi,47,Male,Learner,5,Dust Storm,Slippery,OFF4951,Highway Patrol,Suspended,2,Yes,Yes,Yellow,60,118,0.49,Positive,No,Yes,Not Paid,Yes,3,First Violation
VLT100372,Overloading,849,Gujarat,1/8/2024,7:38,Car,Silver,2005,Karnataka,22,Other,Two-Wheeler,10,Foggy,Dry,OFF4575,Traffic Police,Suspended,1,Yes,Yes,Green,80,86,0.03,Positive,Yes,No,Online,Yes,5,First Violation
VLT100373,Driving Without License,4758,Delhi,1/9/2024,19:42,Bus,Green,2004,Delhi,41,Other,Heavy Vehicle,1,Clear,Slippery,OFF9195,Local Police,Valid,2,Yes,N/A,Red,60,37,0.31,Negative,No,Yes,Not Paid,No,3,Fine Paid On Spot
VLT100374,No Helmet,2628,West Bengal,1/10/2024,5:24,Bike,Silver,2010,West Bengal,35,Other,Two-Wheeler,9,Cloudy,Under Construction,OFF2002,Traffic Police,Suspended,3,N/A,No,Yellow,40,63,0.25,Negative,No,No,Not Paid,No,0,Repeat Offender
VLT100375,Using Mobile Phone,4969,West Bengal,1/11/2024,2:29,Bike,Red,2003,Gujarat,41,Other,Four-Wheeler,10,Clear,Under Construction,OFF9996,Highway Patrol,Expired,4,N/A,N/A,Red,40,23,0.19,Positive,Yes,Yes,Online,No,4,Repeat Offender
VLT100376,Driving Without License,1731,West Bengal,1/12/2024,2:34,Bus,White,2005,Maharashtra,64,Other,Commercial,7,Cloudy,Potholes,OFF7760,RTO,Valid,1,N/A,No,Red,60,110,0.09,Positive,Yes,No,Card,Yes,1,Fine Paid On Spot
VLT100377,Overloading,2243,Tamil Nadu,1/13/2024,12:48,Car,Blue,1995,Tamil Nadu,24,Female,Heavy Vehicle,1,Rainy,Dry,OFF9262,Highway Patrol,Expired,3,No,Yes,Green,100,113,0.22,Negative,No,Yes,Cash,Yes,4,
VLT100378,Wrong Parking,2099,Uttar Pradesh,1/14/2024,22:51,Scooter,Blue,2010,Delhi,32,Male,Learner,1,Foggy,Under Construction,OFF3430,Traffic Police,Suspended,5,N/A,N/A,Red,80,101,0.17,Not Conducted,No,Yes,Cash,Yes,2,
VLT100379,Driving Without License,1940,Gujarat,1/15/2024,14:19,Auto Rickshaw,Grey,2015,Punjab,65,Female,Four-Wheeler,3,Cloudy,Under Construction,OFF1343,Traffic Police,Expired,3,No,Yes,Red,60,38,0.05,Negative,Yes,No,Card,Yes,4,
VLT100380,No Helmet,3789,Maharashtra,1/16/2024,11:52,Truck,Grey,2001,Delhi,21,Male,Two-Wheeler,4,Rainy,Slippery,OFF6071,Local Police,Expired,3,Yes,N/A,Yellow,30,105,0.29,Negative,Yes,No,Not Paid,No,0,First Violation
VLT100381,Signal Jumping,1010,Uttar Pradesh,1/17/2024,18:17,Auto Rickshaw,Black,2015,Maharashtra,43,Female,Heavy Vehicle,4,Cloudy,Dry,OFF8410,RTO,Valid,3,No,Yes,Yellow,50,117,0.47,Not Conducted,No,No,Not Paid,No,4,Fine Paid On Spot
VLT100382,Over-speeding,3950,Karnataka,1/18/2024,5:16,Auto Rickshaw,Silver,2006,Gujarat,35,Other,Two-Wheeler,9,Cloudy,Slippery,OFF3651,Local Police,Suspended,1,N/A,N/A,Green,40,57,0.04,Not Conducted,No,No,Not Paid,No,3,First Violation
VLT100383,No Seatbelt,4571,Tamil Nadu,1/19/2024,22:42,Scooter,Grey,2009,Punjab,51,Other,Learner,4,Dust Storm,Potholes,OFF3371,Traffic Police,Suspended,1,Yes,No,Red,60,119,0.18,Positive,Yes,Yes,Not Paid,Yes,5,First Violation
VLT100384,Over-speeding,3976,Delhi,1/20/2024,17:02,Scooter,Yellow,2004,Delhi,38,Other,Learner,10,Rainy,Dry,OFF5333,Local Police,Valid,5,N/A,N/A,Red,40,57,0.44,Positive,Yes,No,Card,No,3,First Violation
VLT100385,Drunk Driving,4910,Tamil Nadu,1/21/2024,13:48,Bike,Green,1998,Punjab,50,Female,Commercial,1,Cloudy,Wet,OFF2811,Local Police,Valid,3,N/A,N/A,Red,80,26,0.27,Positive,No,Yes,Not Paid,Yes,2,
VLT100386,Overloading,3783,Delhi,1/22/2024,18:05,Car,Grey,2001,Maharashtra,38,Female,Heavy Vehicle,5,Foggy,Slippery,OFF2602,Traffic Police,Suspended,2,Yes,Yes,Green,40,109,0.4,Negative,Yes,No,Not Paid,Yes,3,Fine Paid On Spot
VLT100387,Wrong Parking,107,Gujarat,1/23/2024,1:57,Bus,Black,2000,Karnataka,73,Female,Commercial,5,Cloudy,Potholes,OFF5738,Traffic Police,Valid,5,Yes,Yes,Green,60,55,0.38,Negative,No,No,Cash,Yes,0,First Violation
VLT100388,Over-speeding,4260,Karnataka,1/24/2024,12:21,Scooter,Silver,2015,Gujarat,29,Male,Learner,3,Foggy,Wet,OFF8868,Highway Patrol,Valid,4,N/A,No,Red,80,96,0.25,Not Conducted,No,Yes,Online,Yes,4,Fine Paid On Spot
VLT100389,Drunk Driving,2490,West Bengal,1/25/2024,22:36,Auto Rickshaw,Blue,2021,West Bengal,72,Male,Commercial,7,Rainy,Under Construction,OFF6717,Local Police,Suspended,1,Yes,No,Yellow,40,49,0.36,Positive,No,No,Cash,Yes,4,
